Time,Height,Pressure,Temperature
9:23 AM,38.96, 100858.00 Pa, 31.86 C
9:23 AM,39.04, 100857.00 Pa, 31.86 C
9:23 AM,38.7, 100861.00 Pa, 31.86 C
9:23 AM,38.87, 100859.00 Pa, 31.85 C
9:23 AM,38.96, 100858.00 Pa, 31.85 C
9:23 AM,38.87, 100859.00 Pa, 31.86 C
9:23 AM,38.87, 100859.00 Pa, 31.86 C
9:23 AM,38.79, 100860.00 Pa, 31.85 C
9:23 AM,39.12, 100856.00 Pa, 31.86 C
9:23 AM,39.04, 100857.00 Pa, 31.86 C
9:23 AM,39.04, 100857.00 Pa, 31.86 C
9:23 AM,38.96, 100858.00 Pa, 31.85 C
9:23 AM,38.87, 100859.00 Pa, 31.85 C
9:23 AM,38.87, 100859.00 Pa, 31.86 C
9:23 AM,38.96, 100858.00 Pa, 31.86 C
9:23 AM,38.87, 100859.00 Pa, 31.85 C
9:23 AM,38.79, 100860.00 Pa, 31.86 C
9:23 AM,38.7, 100861.00 Pa, 31.86 C
9:23 AM,38.79, 100860.00 Pa, 31.85 C
9:23 AM,38.87, 100859.00 Pa, 31.85 C
9:23 AM,38.79, 100860.00 Pa, 31.86 C
9:23 AM,38.96, 100858.00 Pa, 31.86 C
9:23 AM,39.21, 100855.00 Pa, 31.85 C
9:23 AM,38.87, 100859.00 Pa, 31.85 C
9:23 AM,38.79, 100860.00 Pa, 31.85 C
9:23 AM,38.87, 100859.00 Pa, 31.85 C
9:23 AM,39.04, 100857.00 Pa, 31.86 C
9:23 AM,38.7, 100861.00 Pa, 31.85 C
9:23 AM,39.04, 100857.00 Pa, 31.85 C
9:24 AM,38.87, 100859.00 Pa, 31.85 C
9:24 AM,38.7, 100861.00 Pa, 31.85 C
9:24 AM,38.96, 100858.00 Pa, 31.85 C
9:24 AM,38.79, 100860.00 Pa, 31.85 C
9:24 AM,38.79, 100860.00 Pa, 31.85 C
9:24 AM,38.96, 100858.00 Pa, 31.86 C
9:24 AM,38.96, 100858.00 Pa, 31.85 C
9:24 AM,38.87, 100859.00 Pa, 31.85 C
9:24 AM,38.79, 100860.00 Pa, 31.85 C
9:24 AM,38.87, 100859.00 Pa, 31.85 C
9:24 AM,38.87, 100859.00 Pa, 31.85 C
9:24 AM,38.96, 100858.00 Pa, 31.85 C
9:24 AM,38.96, 100858.00 Pa, 31.85 C
9:24 AM,38.7, 100861.00 Pa, 31.85 C
9:24 AM,38.79, 100860.00 Pa, 31.85 C
9:24 AM,38.7, 100861.00 Pa, 31.85 C
9:24 AM,38.62, 100862.00 Pa, 31.84 C
9:24 AM,38.62, 100862.00 Pa, 31.85 C
9:24 AM,39.29, 100854.00 Pa, 31.84 C
9:24 AM,39.04, 100857.00 Pa, 31.85 C
9:24 AM,38.96, 100858.00 Pa, 31.85 C
9:24 AM,38.96, 100858.00 Pa, 31.85 C
9:24 AM,39.04, 100857.00 Pa, 31.85 C
9:24 AM,38.96, 100858.00 Pa, 31.85 C
9:24 AM,38.79, 100860.00 Pa, 31.85 C
9:24 AM,39.37, 100853.00 Pa, 31.84 C
9:24 AM,38.79, 100860.00 Pa, 31.85 C
9:24 AM,38.96, 100858.00 Pa, 31.84 C
9:24 AM,38.7, 100861.00 Pa, 31.84 C
9:24 AM,39.29, 100854.00 Pa, 31.84 C
9:24 AM,39.12, 100856.00 Pa, 31.84 C
9:24 AM,39.04, 100857.00 Pa, 31.84 C
9:24 AM,39.12, 100856.00 Pa, 31.84 C
9:24 AM,38.7, 100861.00 Pa, 31.85 C
9:24 AM,39.21, 100855.00 Pa, 31.84 C
9:24 AM,39.29, 100854.00 Pa, 31.84 C
9:24 AM,38.79, 100860.00 Pa, 31.84 C
9:24 AM,39.37, 100853.00 Pa, 31.84 C
9:24 AM,39.29, 100854.00 Pa, 31.84 C
9:24 AM,38.96, 100858.00 Pa, 31.85 C
9:24 AM,39.62, 100850.00 Pa, 31.84 C
9:24 AM,38.96, 100858.00 Pa, 31.85 C
9:24 AM,39.12, 100856.00 Pa, 31.84 C
9:24 AM,39.04, 100857.00 Pa, 31.84 C
9:24 AM,39.37, 100853.00 Pa, 31.84 C
9:24 AM,39.29, 100854.00 Pa, 31.84 C
9:24 AM,38.79, 100860.00 Pa, 31.84 C
9:24 AM,38.87, 100859.00 Pa, 31.85 C
9:24 AM,39.12, 100856.00 Pa, 31.84 C
9:24 AM,38.79, 100860.00 Pa, 31.84 C
9:24 AM,38.7, 100861.00 Pa, 31.85 C
9:24 AM,39.37, 100853.00 Pa, 31.84 C
9:24 AM,39.54, 100851.00 Pa, 31.84 C
9:24 AM,39.04, 100857.00 Pa, 31.84 C
9:24 AM,39.29, 100854.00 Pa, 31.84 C
9:24 AM,39.45, 100852.00 Pa, 31.84 C
9:24 AM,39.04, 100857.00 Pa, 31.84 C
9:24 AM,39.37, 100853.00 Pa, 31.84 C
9:24 AM,39.45, 100852.00 Pa, 31.84 C
9:24 AM,38.79, 100860.00 Pa, 31.84 C
9:25 AM,39.45, 100852.00 Pa, 31.84 C
9:25 AM,39.62, 100850.00 Pa, 31.84 C
9:25 AM,39.29, 100854.00 Pa, 31.84 C
9:25 AM,39.54, 100851.00 Pa, 31.84 C
9:25 AM,39.45, 100852.00 Pa, 31.84 C
9:25 AM,39.62, 100850.00 Pa, 31.84 C
9:25 AM,39.21, 100855.00 Pa, 31.85 C
9:25 AM,38.96, 100858.00 Pa, 31.84 C
9:25 AM,39.54, 100851.00 Pa, 31.84 C
9:25 AM,39.62, 100850.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.84 C
9:25 AM,39.21, 100855.00 Pa, 31.84 C
9:25 AM,39.37, 100853.00 Pa, 31.83 C
9:25 AM,39.37, 100853.00 Pa, 31.84 C
9:25 AM,39.12, 100856.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.83 C
9:25 AM,39.29, 100854.00 Pa, 31.84 C
9:25 AM,39.54, 100851.00 Pa, 31.84 C
9:25 AM,39.29, 100854.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.84 C
9:25 AM,39.45, 100852.00 Pa, 31.83 C
9:25 AM,39.37, 100853.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.83 C
9:25 AM,39.54, 100851.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.84 C
9:25 AM,39.45, 100852.00 Pa, 31.84 C
9:25 AM,39.37, 100853.00 Pa, 31.83 C
9:25 AM,39.62, 100850.00 Pa, 31.83 C
9:25 AM,39.54, 100851.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.83 C
9:25 AM,39.21, 100855.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.83 C
9:25 AM,39.54, 100851.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.83 C
9:25 AM,39.37, 100853.00 Pa, 31.84 C
9:25 AM,39.45, 100852.00 Pa, 31.84 C
9:25 AM,39.54, 100851.00 Pa, 31.83 C
9:25 AM,39.45, 100852.00 Pa, 31.83 C
9:25 AM,39.29, 100854.00 Pa, 31.83 C
9:25 AM,39.54, 100851.00 Pa, 31.83 C
9:25 AM,39.21, 100855.00 Pa, 31.83 C
9:25 AM,39.21, 100855.00 Pa, 31.84 C
9:25 AM,39.54, 100851.00 Pa, 31.83 C
9:25 AM,39.21, 100855.00 Pa, 31.84 C
9:25 AM,39.71, 100849.00 Pa, 31.82 C
9:25 AM,39.37, 100853.00 Pa, 31.83 C
9:25 AM,39.21, 100855.00 Pa, 31.83 C
9:25 AM,39.29, 100854.00 Pa, 31.83 C
9:25 AM,39.29, 100854.00 Pa, 31.84 C
9:25 AM,39.29, 100854.00 Pa, 31.84 C
9:25 AM,39.04, 100857.00 Pa, 31.83 C
9:25 AM,39.21, 100855.00 Pa, 31.83 C
9:25 AM,39.04, 100857.00 Pa, 31.83 C
9:25 AM,39.29, 100854.00 Pa, 31.83 C
9:25 AM,39.37, 100853.00 Pa, 31.83 C
9:25 AM,39.29, 100854.00 Pa, 31.83 C
9:25 AM,39.12, 100856.00 Pa, 31.83 C
9:26 AM,39.04, 100857.00 Pa, 31.83 C
9:26 AM,39.21, 100855.00 Pa, 31.83 C
9:26 AM,39.21, 100855.00 Pa, 31.83 C
9:26 AM,39.21, 100855.00 Pa, 31.83 C
9:26 AM,39.29, 100854.00 Pa, 31.83 C
9:26 AM,39.12, 100856.00 Pa, 31.83 C
9:26 AM,39.21, 100855.00 Pa, 31.83 C
9:26 AM,39.37, 100853.00 Pa, 31.83 C
9:26 AM,39.29, 100854.00 Pa, 31.83 C
9:26 AM,39.29, 100854.00 Pa, 31.83 C
9:26 AM,39.21, 100855.00 Pa, 31.83 C
9:26 AM,39.21, 100855.00 Pa, 31.83 C
9:26 AM,39.37, 100853.00 Pa, 31.83 C
9:26 AM,39.45, 100852.00 Pa, 31.84 C
9:26 AM,39.21, 100855.00 Pa, 31.84 C
9:26 AM,39.45, 100852.00 Pa, 31.83 C
9:26 AM,39.45, 100852.00 Pa, 31.83 C
9:26 AM,39.29, 100854.00 Pa, 31.84 C
9:26 AM,39.29, 100854.00 Pa, 31.83 C
9:26 AM,39.12, 100856.00 Pa, 31.83 C
9:26 AM,39.54, 100851.00 Pa, 31.83 C
9:26 AM,39.37, 100853.00 Pa, 31.84 C
9:26 AM,39.45, 100852.00 Pa, 31.83 C
9:26 AM,39.37, 100853.00 Pa, 31.83 C
9:26 AM,39.29, 100854.00 Pa, 31.83 C
9:26 AM,39.45, 100852.00 Pa, 31.83 C
9:26 AM,39.29, 100854.00 Pa, 31.83 C
9:26 AM,39.04, 100857.00 Pa, 31.83 C
9:26 AM,39.12, 100856.00 Pa, 31.83 C
9:26 AM,39.12, 100856.00 Pa, 31.83 C
9:26 AM,39.04, 100857.00 Pa, 31.83 C
9:26 AM,39.12, 100856.00 Pa, 31.81 C
9:26 AM,39.12, 100856.00 Pa, 31.83 C
9:26 AM,39.04, 100857.00 Pa, 31.83 C
9:26 AM,39.54, 100851.00 Pa, 31.82 C
9:26 AM,39.04, 100857.00 Pa, 31.82 C
9:26 AM,39.21, 100855.00 Pa, 31.82 C
9:26 AM,39.45, 100852.00 Pa, 31.82 C
9:26 AM,39.37, 100853.00 Pa, 31.82 C
9:26 AM,39.45, 100852.00 Pa, 31.81 C
9:26 AM,39.37, 100853.00 Pa, 31.82 C
9:26 AM,39.04, 100857.00 Pa, 31.82 C
9:26 AM,39.12, 100856.00 Pa, 31.81 C
9:26 AM,39.04, 100857.00 Pa, 31.82 C
9:26 AM,39.21, 100855.00 Pa, 31.82 C
9:26 AM,39.21, 100855.00 Pa, 31.82 C
9:26 AM,39.21, 100855.00 Pa, 31.82 C
9:26 AM,39.45, 100852.00 Pa, 31.82 C
9:26 AM,39.21, 100855.00 Pa, 31.82 C
9:26 AM,39.21, 100855.00 Pa, 31.82 C
9:26 AM,39.29, 100854.00 Pa, 31.81 C
9:26 AM,39.29, 100854.00 Pa, 31.82 C
9:26 AM,39.12, 100856.00 Pa, 31.81 C
9:26 AM,39.12, 100856.00 Pa, 31.82 C
9:26 AM,39.29, 100854.00 Pa, 31.81 C
9:26 AM,39.29, 100854.00 Pa, 31.82 C
9:26 AM,39.21, 100855.00 Pa, 31.82 C
9:26 AM,39.29, 100854.00 Pa, 31.82 C
9:26 AM,39.21, 100855.00 Pa, 31.82 C
9:26 AM,39.21, 100855.00 Pa, 31.82 C
9:27 AM,39.12, 100856.00 Pa, 31.82 C
9:27 AM,39.12, 100856.00 Pa, 31.82 C
9:27 AM,39.21, 100855.00 Pa, 31.82 C
9:27 AM,39.29, 100854.00 Pa, 31.82 C
9:27 AM,38.96, 100858.00 Pa, 31.82 C
9:27 AM,39.04, 100857.00 Pa, 31.82 C
9:27 AM,38.96, 100858.00 Pa, 31.82 C
9:27 AM,39.04, 100857.00 Pa, 31.82 C
9:27 AM,39.12, 100856.00 Pa, 31.81 C
9:27 AM,39.29, 100854.00 Pa, 31.81 C
9:27 AM,39.12, 100856.00 Pa, 31.82 C
9:27 AM,39.12, 100856.00 Pa, 31.82 C
9:27 AM,39.21, 100855.00 Pa, 31.82 C
9:27 AM,39.12, 100856.00 Pa, 31.81 C
9:27 AM,39.12, 100856.00 Pa, 31.82 C
9:27 AM,39.29, 100854.00 Pa, 31.81 C
9:27 AM,39.29, 100854.00 Pa, 31.82 C
9:27 AM,39.21, 100855.00 Pa, 31.81 C
9:27 AM,39.12, 100856.00 Pa, 31.82 C
9:27 AM,39.04, 100857.00 Pa, 31.82 C
9:27 AM,39.21, 100855.00 Pa, 31.82 C
9:27 AM,39.29, 100854.00 Pa, 31.81 C
9:27 AM,39.29, 100854.00 Pa, 31.81 C
9:27 AM,39.21, 100855.00 Pa, 31.81 C
9:27 AM,39.12, 100856.00 Pa, 31.82 C
9:27 AM,39.04, 100857.00 Pa, 31.81 C
9:27 AM,39.21, 100855.00 Pa, 31.81 C
9:27 AM,39.37, 100853.00 Pa, 31.81 C
9:27 AM,39.21, 100855.00 Pa, 31.81 C
9:27 AM,39.12, 100856.00 Pa, 31.81 C
9:27 AM,38.87, 100859.00 Pa, 31.81 C
9:27 AM,39.12, 100856.00 Pa, 31.82 C
9:27 AM,39.37, 100853.00 Pa, 31.81 C
9:27 AM,39.29, 100854.00 Pa, 31.81 C
9:27 AM,39.12, 100856.00 Pa, 31.80 C
9:27 AM,39.21, 100855.00 Pa, 31.81 C
9:27 AM,39.12, 100856.00 Pa, 31.81 C
9:27 AM,39.37, 100853.00 Pa, 31.81 C
9:27 AM,39.04, 100857.00 Pa, 31.81 C
9:27 AM,39.29, 100854.00 Pa, 31.81 C
9:27 AM,39.21, 100855.00 Pa, 31.81 C
9:27 AM,39.29, 100854.00 Pa, 31.81 C
9:27 AM,39.29, 100854.00 Pa, 31.81 C
9:27 AM,39.21, 100855.00 Pa, 31.81 C
9:27 AM,38.96, 100858.00 Pa, 31.81 C
9:27 AM,38.96, 100858.00 Pa, 31.80 C
9:27 AM,38.87, 100859.00 Pa, 31.81 C
9:27 AM,39.04, 100857.00 Pa, 31.81 C
9:27 AM,39.21, 100855.00 Pa, 31.81 C
9:27 AM,39.12, 100856.00 Pa, 31.81 C
9:27 AM,39.04, 100857.00 Pa, 31.81 C
9:27 AM,39.04, 100857.00 Pa, 31.81 C
9:27 AM,39.12, 100856.00 Pa, 31.81 C
9:27 AM,39.29, 100854.00 Pa, 31.81 C
9:27 AM,39.04, 100857.00 Pa, 31.81 C
9:27 AM,39.04, 100857.00 Pa, 31.81 C
9:27 AM,39.29, 100854.00 Pa, 31.81 C
9:27 AM,39.21, 100855.00 Pa, 31.81 C
9:27 AM,39.37, 100853.00 Pa, 31.80 C
9:27 AM,39.12, 100856.00 Pa, 31.81 C
9:28 AM,39.12, 100856.00 Pa, 31.81 C
9:28 AM,38.96, 100858.00 Pa, 31.81 C
9:28 AM,38.96, 100858.00 Pa, 31.81 C
9:28 AM,39.04, 100857.00 Pa, 31.81 C
9:28 AM,39.29, 100854.00 Pa, 31.81 C
9:28 AM,39.21, 100855.00 Pa, 31.81 C
9:28 AM,39.45, 100852.00 Pa, 31.80 C
9:28 AM,39.12, 100856.00 Pa, 31.81 C
9:28 AM,39.12, 100856.00 Pa, 31.81 C
9:28 AM,39.04, 100857.00 Pa, 31.81 C
9:28 AM,39.04, 100857.00 Pa, 31.81 C
9:28 AM,39.21, 100855.00 Pa, 31.81 C
9:28 AM,38.96, 100858.00 Pa, 31.81 C
9:28 AM,39.04, 100857.00 Pa, 31.81 C
9:28 AM,39.12, 100856.00 Pa, 31.80 C
9:28 AM,39.12, 100856.00 Pa, 31.81 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,39.12, 100856.00 Pa, 31.81 C
9:28 AM,39.04, 100857.00 Pa, 31.81 C
9:28 AM,38.96, 100858.00 Pa, 31.81 C
9:28 AM,38.87, 100859.00 Pa, 31.80 C
9:28 AM,38.96, 100858.00 Pa, 31.80 C
9:28 AM,38.7, 100861.00 Pa, 31.80 C
9:28 AM,38.96, 100858.00 Pa, 31.81 C
9:28 AM,38.79, 100860.00 Pa, 31.81 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,38.7, 100861.00 Pa, 31.80 C
9:28 AM,39.21, 100855.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,38.96, 100858.00 Pa, 31.80 C
9:28 AM,38.96, 100858.00 Pa, 31.80 C
9:28 AM,38.79, 100860.00 Pa, 31.80 C
9:28 AM,39.37, 100853.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,38.96, 100858.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,39.29, 100854.00 Pa, 31.80 C
9:28 AM,39.12, 100856.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,38.87, 100859.00 Pa, 31.80 C
9:28 AM,39.12, 100856.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,39.12, 100856.00 Pa, 31.80 C
9:28 AM,38.79, 100860.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,38.87, 100859.00 Pa, 31.80 C
9:28 AM,38.87, 100859.00 Pa, 31.80 C
9:28 AM,38.7, 100861.00 Pa, 31.81 C
9:28 AM,38.96, 100858.00 Pa, 31.80 C
9:28 AM,38.96, 100858.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,38.96, 100858.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:28 AM,39.04, 100857.00 Pa, 31.80 C
9:29 AM,38.87, 100859.00 Pa, 31.81 C
9:29 AM,39.21, 100855.00 Pa, 31.80 C
9:29 AM,39.21, 100855.00 Pa, 31.80 C
9:29 AM,38.79, 100860.00 Pa, 31.81 C
9:29 AM,38.53, 100863.00 Pa, 31.80 C
9:29 AM,38.79, 100860.00 Pa, 31.81 C
9:29 AM,38.79, 100860.00 Pa, 31.81 C
9:29 AM,39.12, 100856.00 Pa, 31.80 C
9:29 AM,39.04, 100857.00 Pa, 31.80 C
9:29 AM,39.04, 100857.00 Pa, 31.80 C
9:29 AM,38.96, 100858.00 Pa, 31.80 C
9:29 AM,38.96, 100858.00 Pa, 31.79 C
9:29 AM,39.45, 100852.00 Pa, 31.80 C
9:29 AM,39.12, 100856.00 Pa, 31.80 C
9:29 AM,38.96, 100858.00 Pa, 31.81 C
9:29 AM,39.12, 100856.00 Pa, 31.80 C
9:29 AM,38.87, 100859.00 Pa, 31.81 C
9:29 AM,38.96, 100858.00 Pa, 31.80 C
9:29 AM,38.96, 100858.00 Pa, 31.80 C
9:29 AM,39.04, 100857.00 Pa, 31.80 C
9:29 AM,38.7, 100861.00 Pa, 31.80 C
9:29 AM,39.29, 100854.00 Pa, 31.80 C
9:29 AM,39.29, 100854.00 Pa, 31.80 C
9:29 AM,39.29, 100854.00 Pa, 31.80 C
9:29 AM,39.29, 100854.00 Pa, 31.80 C
9:29 AM,39.12, 100856.00 Pa, 31.80 C
9:29 AM,38.96, 100858.00 Pa, 31.80 C
9:29 AM,39.12, 100856.00 Pa, 31.80 C
9:29 AM,39.04, 100857.00 Pa, 31.80 C
9:29 AM,38.96, 100858.00 Pa, 31.80 C
9:29 AM,38.79, 100860.00 Pa, 31.80 C
9:29 AM,38.7, 100861.00 Pa, 31.81 C
9:29 AM,39.04, 100857.00 Pa, 31.79 C
9:29 AM,39.04, 100857.00 Pa, 31.80 C
9:29 AM,39.29, 100854.00 Pa, 31.80 C
9:29 AM,39.04, 100857.00 Pa, 31.80 C
9:29 AM,38.96, 100858.00 Pa, 31.80 C
9:29 AM,39.21, 100855.00 Pa, 31.80 C
9:29 AM,38.87, 100859.00 Pa, 31.80 C
9:29 AM,39.12, 100856.00 Pa, 31.80 C
9:29 AM,38.96, 100858.00 Pa, 31.80 C
9:29 AM,39.29, 100854.00 Pa, 31.80 C
9:29 AM,39.29, 100854.00 Pa, 31.80 C
9:29 AM,39.37, 100853.00 Pa, 31.80 C
9:29 AM,39.21, 100855.00 Pa, 31.79 C
9:29 AM,39.21, 100855.00 Pa, 31.80 C
9:29 AM,39.12, 100856.00 Pa, 31.80 C
9:29 AM,39.04, 100857.00 Pa, 31.80 C
9:29 AM,38.96, 100858.00 Pa, 31.79 C
9:29 AM,38.96, 100858.00 Pa, 31.80 C
9:29 AM,39.12, 100856.00 Pa, 31.80 C
9:29 AM,39.29, 100854.00 Pa, 31.80 C
9:29 AM,39.12, 100856.00 Pa, 31.80 C
9:29 AM,38.79, 100860.00 Pa, 31.79 C
9:29 AM,38.87, 100859.00 Pa, 31.79 C
9:29 AM,38.53, 100863.00 Pa, 31.80 C
9:29 AM,38.62, 100862.00 Pa, 31.80 C
9:29 AM,38.79, 100860.00 Pa, 31.79 C
9:29 AM,38.96, 100858.00 Pa, 31.80 C
9:29 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,39.12, 100856.00 Pa, 31.80 C
9:30 AM,39.12, 100856.00 Pa, 31.80 C
9:30 AM,39.21, 100855.00 Pa, 31.80 C
9:30 AM,38.96, 100858.00 Pa, 31.80 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,38.96, 100858.00 Pa, 31.80 C
9:30 AM,38.96, 100858.00 Pa, 31.80 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,38.96, 100858.00 Pa, 31.80 C
9:30 AM,38.79, 100860.00 Pa, 31.80 C
9:30 AM,39.21, 100855.00 Pa, 31.79 C
9:30 AM,38.79, 100860.00 Pa, 31.79 C
9:30 AM,38.96, 100858.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,39.12, 100856.00 Pa, 31.80 C
9:30 AM,38.96, 100858.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,38.79, 100860.00 Pa, 31.80 C
9:30 AM,38.53, 100863.00 Pa, 31.80 C
9:30 AM,38.7, 100861.00 Pa, 31.79 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,38.96, 100858.00 Pa, 31.79 C
9:30 AM,38.79, 100860.00 Pa, 31.80 C
9:30 AM,38.96, 100858.00 Pa, 31.80 C
9:30 AM,38.96, 100858.00 Pa, 31.80 C
9:30 AM,38.79, 100860.00 Pa, 31.80 C
9:30 AM,38.79, 100860.00 Pa, 31.80 C
9:30 AM,38.96, 100858.00 Pa, 31.79 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.79 C
9:30 AM,38.96, 100858.00 Pa, 31.79 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,39.29, 100854.00 Pa, 31.80 C
9:30 AM,39.12, 100856.00 Pa, 31.80 C
9:30 AM,39.12, 100856.00 Pa, 31.80 C
9:30 AM,39.37, 100853.00 Pa, 31.80 C
9:30 AM,39.37, 100853.00 Pa, 31.79 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,39.04, 100857.00 Pa, 31.79 C
9:30 AM,38.87, 100859.00 Pa, 31.80 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,38.96, 100858.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.79 C
9:30 AM,38.96, 100858.00 Pa, 31.79 C
9:30 AM,38.87, 100859.00 Pa, 31.79 C
9:30 AM,38.87, 100859.00 Pa, 31.79 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,39.04, 100857.00 Pa, 31.80 C
9:30 AM,38.87, 100859.00 Pa, 31.79 C
9:31 AM,38.96, 100858.00 Pa, 31.79 C
9:31 AM,39.21, 100855.00 Pa, 31.79 C
9:31 AM,39.12, 100856.00 Pa, 31.80 C
9:31 AM,39.21, 100855.00 Pa, 31.79 C
9:31 AM,39.04, 100857.00 Pa, 31.79 C
9:31 AM,39.04, 100857.00 Pa, 31.79 C
9:31 AM,39.04, 100857.00 Pa, 31.80 C
9:31 AM,39.12, 100856.00 Pa, 31.79 C
9:31 AM,39.12, 100856.00 Pa, 31.79 C
9:31 AM,39.04, 100857.00 Pa, 31.79 C
9:31 AM,39.12, 100856.00 Pa, 31.78 C
9:31 AM,38.87, 100859.00 Pa, 31.79 C
9:31 AM,39.04, 100857.00 Pa, 31.79 C
9:31 AM,39.12, 100856.00 Pa, 31.80 C
9:31 AM,39.21, 100855.00 Pa, 31.79 C
9:31 AM,39.21, 100855.00 Pa, 31.78 C
9:31 AM,39.12, 100856.00 Pa, 31.79 C
9:31 AM,39.21, 100855.00 Pa, 31.80 C
9:31 AM,39.12, 100856.00 Pa, 31.79 C
9:31 AM,39.21, 100855.00 Pa, 31.80 C
9:31 AM,39.04, 100857.00 Pa, 31.79 C
9:31 AM,39.12, 100856.00 Pa, 31.80 C
9:31 AM,39.04, 100857.00 Pa, 31.79 C
9:31 AM,39.12, 100856.00 Pa, 31.79 C
9:31 AM,38.96, 100858.00 Pa, 31.80 C
9:31 AM,39.29, 100854.00 Pa, 31.79 C
9:31 AM,39.37, 100853.00 Pa, 31.78 C
9:31 AM,39.21, 100855.00 Pa, 31.78 C
9:31 AM,39.29, 100854.00 Pa, 31.78 C
9:31 AM,39.04, 100857.00 Pa, 31.78 C
9:31 AM,38.87, 100859.00 Pa, 31.78 C
9:31 AM,39.29, 100854.00 Pa, 31.78 C
9:31 AM,38.87, 100859.00 Pa, 31.79 C
9:31 AM,39.04, 100857.00 Pa, 31.80 C
9:31 AM,38.87, 100859.00 Pa, 31.78 C
9:31 AM,39.12, 100856.00 Pa, 31.78 C
9:31 AM,39.12, 100856.00 Pa, 31.78 C
9:31 AM,39.04, 100857.00 Pa, 31.79 C
9:31 AM,39.04, 100857.00 Pa, 31.78 C
9:31 AM,39.04, 100857.00 Pa, 31.78 C
9:31 AM,38.7, 100861.00 Pa, 31.78 C
9:31 AM,38.96, 100858.00 Pa, 31.79 C
9:31 AM,38.87, 100859.00 Pa, 31.78 C
9:31 AM,38.87, 100859.00 Pa, 31.78 C
9:31 AM,38.96, 100858.00 Pa, 31.79 C
9:31 AM,38.96, 100858.00 Pa, 31.79 C
9:31 AM,38.62, 100862.00 Pa, 31.78 C
9:31 AM,39.04, 100857.00 Pa, 31.78 C
9:31 AM,38.87, 100859.00 Pa, 31.78 C
9:31 AM,39.12, 100856.00 Pa, 31.79 C
